text,rating
"Recommend this to everyone who owns a smartphone
",5
"Me gustar铆a que le a艌idiece mas emociones gr谩ficas ala hora de textiar :-)
",4
"I decided for 2 bucks why not.
",5
"I this is definitely worth full price.
",5
"Best keyboard, better than the built in S3 version.
",5
"Previously i used to reserve works that require excessive typing to my laptop.
",5
"But now I prefer my mob and the only reason for it is this app.
",5
"Waiting for swiftkey flow!
",5
"Just purchased a Droid Maxx HD, and SwiftKey is still better than the default keyboard.
",5
"Awesome keyboard.
",5
"I bought it even without trying the free version and now I'm never switching keyboards again.
",5
"Excelente great job guys
",5
"One would think it would work well with Google products but is far from it.
",3
"I use Google Chrome a lot and it crashes a lot as well and it's because of this keyboard.
",3
"The keyboard is quite customizable and has a lot of options that makes it a product you can't miss on your Android device.
",3
"The best keyboard application on the market!
",5
"It's good but it don't stay as default keyboard I have to go into settings and put it back
",3
"Awesome app!
",5
"Awesome for email, sms, whatsapp, note taking, etc. Thumbs up!
",4
"This is the greatest keyboard on the market
",5
"This app is the KING of android keyboards.
",5
"You can type nearly 3 times faster!
",5
"SwiftKey is just one of those apps you need on your phone.
",5
"Their intelligent learning process is what makes this a step above the rest.
",5
"Worth every penny because of the amount of time it saves you.
",5
"This is a solid keyboard app.
",4
"A must have for any touch smartphone not just android phones.
",4
"Loses a star because a) should be the default keyboard for Android phones really and b) no swype feature yet.
",4
"But all in all love it and took advantage of the $1.99 thanksgiving sale price.
",4
"This keyboard is the answer to my prayers I'm so in love with it but my only complaint is the themes they look like an old lady made them yes the neon is the best but it's kinda hard on the eyes.
",5
"I got my Galaxy S3 recently and was worried about not having a physical keyboard, but with this app, my typing speed and accuracy are almost same as having a physical keyboard!
",5
"No more frustration and bunch of typos.
",5
"Not much customizations but I'm OK with that.
",5
"I just wish they would come out with a lot more themes or give option to install custom made themes by other people PLEASE MAKE NEW THEMES OR LER US CUSTOMIZE OUR OWN
",4
"The best,no s-pen detection?
",4
"Swipe much better your insane if you don't think so.
",1
"Needs a quick text option and the ability to edit the smileys.
",4
"I type faster with this keyboard than any other.
",4
"Excellent app and a huge improvement over the stock keyboard.
",5
"Had a Windows Phone which has a Great keyboard.
",5
"Switched to android and HATED the keyboard.
",5
"With this app, phone is Awesome!
",5
"SwiftKey is one of the first apps I make sure I install when flashing to a new ROM.
",4
"One thing I miss from a previous version is the ability to customize the amount of keyboard that needs to be swiped before the previous word gets deleted.
",4
"There are many times where what I've typed gets deleted because my fingers move fast enough to where the two touches are registered as a swipe.
",4
"Having an option to back up settings to the external SD would be nice, as well as getting Vietnamese language support.
",4
"It removed my emoticons and It predicts crap.
",1
"Love the app.
",4
"It is very smart and very handy to the fast texter, just hope then come up with more custom keyboards and maybe even a holiday one.
",4
"Anyways thanks again great app.
",4
"Please also support Hinglish (Hindi+English) Many keyboards support that
",5
"I got this keyboard for a korean english typing use but it really bugs out ez.
",2
"It just minimizes randomly when i type too fast.
",2
"Also i wish u couls get rid of certain keys and customize it because its way too diff for emoticon input (ie.
",2
"Really enjoying typing on my phone with this keyboard.
",5
"Just needs swype feature and it can't be beat.
",5
"Need to add an option not to predict sentence opening upon hitting space.
",5
"Puts in a space after a period.
",1
"Even on web and email address' with no option to turn this feature off.
",1
"Nicht nur hat mir das Keyboard bereits 眉ber 200k Tastenanschl?ge gespart und 64k W?rter vorhergesagt, meine Produktivit?t hat sich auch um knappe 30 Prozent verbessert.
",5
"Ein tolles Feature ist das 'Lernen von SMS' was bei mir sehr hilfreich war, da ich viele abge?nderte Worte verwende.
",5
"Super App zu einem mehr als fairen Preis!
",5
"Sent crash report
",1
"Good job development.
",5
"A little different but a great getting improvement over the stock Android keyboard.
",5
"It thinks my Samsung galaxy note is a tablet
",5
"I haven't had any issues with it but I would give 5 stars if it had a swype feature.
",4
"its cool and all but Im kind of getting tired of the same themes. can yall put new themes plz? other than that it's a very good app.
",4
"Auto correct doesn't work in any browser anymore.
",1
"At times have glitches but good app
",4
"This is a good app but sometimes it doesn't fix my words when I space.
",4
"Having a personal dictionary would be great.
",5
"Other then that awesome keyboard.
",5
"I like the numbers pad, convenient.
",5
"Doesn't work as awesome for me as the free trial did.
",4
"Sometimes inaccurate with key presses.
",4
"Hit the space bar too much.
",4
"Needs more space bar options.
",4
"I LOVE everything about this keyboard.
",1
"Except the fact it drains my battery.
",1
"84% of battery drain is this app.
",1
"It took me a little time to realize.
",1
"Id love to continue to use it.
",1
"I just dont want to be plugged in 24/7 in order to use it.
",1
"Great app.
",4
"Much better then the Samsung Galaxy S3 Keyboard.
",4
"Worth the money!
",4
"Open up more customizable features, like smiley edit/gesture edit & please add Chinese language support!
",5
"Simply the best, the app's engine is simply amazing, can't wait for the nect update with the included new Flow feature :)
",5
"This is definitely a must get for Android as the original keyboard is really lousy compared to I phone but would rate five stars if emoji and Chinese is in
",4
"Genialna klawiatura.
",5
"Dla mnie okaza?a si? du?o wygodniejsza i szybsza w dzia?aniu ni?
",5
"This is a major improvement on the base keyboard.
",5
"Absolute perfect.
",5
"Better than SlideIT/Swype keyboards.
",5
"Better if Chinese input is supported.
",5
"Minus one star just cause it crashes down a bit and acts weird at times other than that best keyboard replacement app on the market but its okay cause it is so good most of the times!.
",4
"Thanks for the Malay language pack :-)
",5
"Most software that I have on my phone gets updated regularly.
",1
"The one that I actually paid for.
",1
"The learning function is not good enough yet.
",1
"It still doesn't give words suggestions in my phones native browser.
",1
"I love this app, but I think it's eating up my battery.
",4
"Nice functional keyboard, good predictive word power.
",4
"Better from the stock, and great predictions.
",5
"i am looking forward that Swiftkey can develop the Simplified Cangjie Input Method quickly =] if it has Simplified Cangjie Input Method, i will give swiftkey 5 stars, make an all-out effort.
",2
"Fantastic keyboard.
",5
"Really is worth the cost.
",5
"Makes you wonder why the default and Swype keyboards don't 'think' like this one does.
",5
"The installation is stuck at trying to download the language packs.
",1
"Tried all fixes including reinstalling the app, clearing cache and data and rebooting the phone.
",1
"The auto space after a full-stop is ridiculous.
",3
"Allow the option to turn it off.
",3
"This is one of the highest (3rd) rated suggestions on your feedback/feature requests website and has been for well over a year.
",3
"Instead you seem more interested in creating more themes.
",3
"When this gets implemented, I'd be more then happy to give 5 stars.
",3
"This keyboard is good and thnx for making it.
",4
"The one I didn't like is the vibration when typing.
",4
"I dont make anymore mistakes!
",4
"Just needs more themes!
",4
"Chinese language?
",4
"If not, add a key that allows changing of keyboard.
",4
"It's a big hassle to change keyboard and key my Chinese character.
",4
"But the other keyboards allow swift change to SwiftKey.
",4
"This is a decent keyboard app.
",3
"The predicted words database can be pretty impressive at times.
",3
"I would absolutely love it if you guys could make an update that would allow the user to be able to type in a SWYPE style format instead of having to punch letter after letter.
",3
"This would seriously speed up typing.
",3
"If you could provide this update, I will be more than happy to reevaluate my rating.
",3
"This is the best, most accurate, keyboard I have used on Android!
",5
"The best and most used app on my Galaxy S3.
",5
"Very smart predictive text that quickly learns how you talk.
",5
"Definitely recommend trying the 1 month trial, you won't be able to go back to the stock keyboard after the trial.
",5
"Bought this for my s3 and it's brilliant, using it for my nexus7 now, thought I'd try the tab version after seeing they had a sale on, just missed it:-(  now thinking about it, for 3 quid, you should be getting both.
",4
"Won't be paying full rate for the tab version.
",4
"Although a good product, not sure it warrants 6 pounds to have it on phone and tab, Hence the 4 stars.
",4
"It's great I love it.
",5
"Can you add the NIS symbol to the Hebrew keyboard?!?!
",4
"I have a lot of colleagues who requested the same.
",4
"One of the first apps i download when I get a new phone and has been my default keyboard for ages now!
",5
"This is the best keyboard and only keeps getting better!
",5
"Everything was great , after updating to jellybean stock rom on tmobile I can no longer keep set as my default keyboard , have to set it every time I turn my phone on , getting annoying , please fix
",2
"Best keyboard app in the market.
",5
"The best keyboard but a little glitch when texts come in the keyboard messes up really bad and freezes.
",3
"It needs a button to lower the keyboard instead of having a back space everytime.
",3
"The keyboard crashes my phone!
",3
"This keyboard is really good with the exception of not being able to disable the pop-up on key press.
",4
"Only other thing I would like to see is the ability to colorize the keyboards myself.
",4
"Smart space works really well and the auto correct works really well.
",4
"So much better than the built in ICS keyboard.
",5
"I wish Google would buy this company.
",5
"You really dont know what you are missing if you dont try it.
",5
"Over the last 3 years i've tried many phones but Swift keyboard just works like charm. better than all the stock keyboards.
",5
"Trust me give it a try and you wont allow yourself to get back to the old stock keyboard.
",5
"And finally I cant explain how accurate the word predictions are as in you and your phone share some sort of telepathy powers.
",5
"Beggars belief try it now.
",5
"Needs swipe feature
",4
"More themes plz update
",1
"Been using this for years now, still, nothing comes close, but, it slipped a little in predictions.
",5
"I still maintain, If you're using the stock keyboard you're wasting time.
",5
"The keyboard doesn't learn anymore. the beauty of swiftkey was it's ability to learn your methods and style.
",1
"It doesn't do that with this update.
",1
"Always remembers everything i wrote before
",5
"I was a keypad guy before i bought a android phone, i was so frustrated by the touch keypad.but after i installed swiftkey.its like a magic.Superb App.
",5
"This keyboard has the best prediction out of the other ones I've tried.
",4
"Super easy and quick.
",4
"The only things that would make it better would be more customization options, and add Swype capability.
",4
"After new update predictions not display good.there is some problem.Please fix it
",1
"It's fast, smart, and easy to use.
",5
"Swipe left to delete words, down to minimize keyboard, and up to CAP. and i love the phone style number pad.
",5
"I'm a fast typer and this app always corrects my words!
",5
"Even if you're a precise texter the app has an option for that, and many other options.
",5
"Worth buying!
",5
"Maybe you could make it even better if you could scroll down or across more than just three predictions?
",5
"Like five or 10.
",5
"Everything was great , after updating to jellybean stock rom on tmobile I can no longer keep set as my default keyboard , have to set it every time I turn my phone on , getting annoying , please fix
",2
"You really dont know what you are missing if you dont try it.
",5
"Over the last 3 years i've tried many phones but Swift keyboard just works like charm. better than all the stock keyboards.
",5
"Trust me give it a try and you wont allow yourself to get back to the old stock keyboard.
",5
"And finally I cant explain how accurate the word predictions are as in you and your phone share some sort of telepathy powers.
",5
"Beggars belief try it now.
",5
"And now just waiting for flow.
",5
"What a great day.
",5
"To find such wonderful product.
",5
"When I installed the free version of the program.
",5
"I immediately bought the complete version of it.
",5
"It works so fast, easy and good that I will not change it.
",5
"In fact I recommend it to all who want to save time and energy to buy it.
",5
"Hope this will help many people like me who are wondering what to buy to help themselves in writing.
",5
"May God bless you!
",5
"I have bought very few apps, and am very stingy when buying one, but after using the trial version im pretty much sold!
",5
"If you're dyslexic or just have fat thumbs (both of which I have), this is great for texting!
",5
"Def worth 4 dollars!
",5
"Great, but u should let people know there is no emoji BEFORE they BUY IT!
",2
"Excelent software and it's a powerful and very smart and we are waiting new features  Thanks a lot
",5
"This keyboard seems to have the best prediction and auto correct.
",5
"I've used it on my evo 4G and now on my galaxy s3.
",5
"The performance wasn't as good on my evo, but it still got the job done.
",5
"The keys just didn't pop up as fast.
",5
"There are many different keyboards you can get for your android, I've tried just about all of them but this one is by far the bast.
",5
"Highly recommend!
",5
"Great keyboard, the word prediction is great, the haptic feedback is good, the only thing I wish this keyboard had is gestures typing like the new Jelly Bean keyboard has.
",5
"Absolutely awesome.
",4
"This keyboard changed my mind about typing on a touch-screen.
",4
"The only problem I have with this keyboard is that sometimes it will interpret my fast typing as a deletion swipe, which can be frustrating - but I can put up with it since my typing would take much longer without this keyboard even taking that into account.
",4
"I love the support for multiple dictionaries at the same time, works very well.
",4
"Couldn't find a better keyboard anywhere
",5
"It doesnt work with fb chat. which is the ideal situation to make use of fast typing and auto correct.
",3
"Other than that its worth the money.
",3
"This is on another level than the keyboard that came with my galaxy s3, which was terrible - the only improvement that SwiftKey needs is the ability to paste into whatsapp - to do this right now i have to switch to the Samsung keyboard and hold the 123?
",5
"Button to paste.
",5
"Aggiornando il sistema ad Android 4.2 la tastiera scompare da sola (e va reinstallata)
",2
"Very nice appp.
",5
"Works like butter on my note.
",5
"A definite download.
",5
"The keyboard layout is not to my liking and cannot be changed much.
",3
"It also learns from emails I didn't write, just replied to!
",3
"If I just press space bar many times it writes a long sentence somebody else wrote me in an email.
",3
"There is a ton if lag!
",2
"I start to type and it doesn't register until seconds later and I've already written a paragraph.
",2
"Eats a ton of RAM.
",2
"Good substitute for stock keyboard.
",4
"Buy this app
",5
"Major issues with Chrome fields.
",1
"Jumps all over the place, erases characters.
",1
"Pretty much unusable.
",1
"Literally THE BEST keyboard for Android.
",5
"I sell phones, and recommend this to all of my guests.
",5
"Saved my life.
",5
"Does great with predicting the next textual input.
",5
"It has a great look and awesome development and innovation with this keyboard.
",5
"Personally I find I type less accurately with this keyboard than the stock one.
",3
"Also don't like the numbers/characters panel.
",3
"The option to have a more classic looking one wouldn't go amiss.
",3
"Not even the stock ones.
",5
"But common in wanna see SwiftKey flow!
",5
"I would definitely recommend this product.
",5
"It's hard to say all the things that this program does so I will just say try the trial version and you might get hooked.
",5
"I've been using this app since June.
",1
"I never seen a useful update.
",1
"I posted a review telling that on Samsung Galaxy Note doesn't work very well, it keeps crashing and freezing my messaging app and whatsapp.
",1
"Sometimes I have to wait MINETES till I can use it again.
",1
"Tryed to delete it and install it again,doesn't work.
",1
"I paid almost 4 euro for this, can't be possible.
",1
"Can you make a useful update please?
",1
"Till that customers, if you have a SGN, DON'T INSTALL.
",1
"This is a great keyboard but I have found A.I. Type keyboard is faster smoother and cleaner.
",3
"This is still awesome but I've moved on.
",3
"Just does not allow for fat fingers.
",3
"Would love to move space bar right.
",3
"Good app for my note 2    ,.
",4
"I really like how easy it is to use.
",5
"I've been using this keyboard for over a year now.
",5
"It beats all of the others out hands down.
",5
"I was not happy with the keyboard after coming from iPhone to Android until i tried Swiftkey, HOWEVER, i have found quite a few apps that refuse to show the predictive text.like the built in browser on my Galaxy S3.
",3
"Not sure if it's a setting, but if it is i haven't found it yet.
",3
"It does show up in Chrome at least, but there are some other apps as well that do not seem to work.
",3
"I will like to see a swipe input (think it's coming) but i'm not 100% sold thats faster for me anyway.
",3
"(add firefox, dolphin to the list of non working browsers with predictive text).
",3
"No reply from the company to address any issues.
",3
"Half of the time it's great, but also the other half of the time I feel like throwing my very expensive phone at a wall.
",3
"It seems as though it has become worse the longer I have been using it.
",3
"This is literally the only app I've rated after owning android phones for four years.
",5
"Thanks for finally adding my particular dialect!
",5
"I previously had to make do with the Queen's English.
",5
"When ever I enter my email address the auto space messes shot up.
",3
"Lack of hand writing support for the Note 2 is a shame, will inable again when this is supported.
",3
"I love the galaxy s3, but I hate the Samsung g keyboard and how it will not auto correct for you.
",5
"All my problems have been solved with the SwiftKey.
",5
"It fits in so well with the phone, and works like a charm.
",5
"I love this app, but i would love it even more if you could turn off those silly android emoticons and if the numbers on the numbers page were at the top in a row.
",5
"Getting praise from me is hard only the.
",5
"Second time I've ever done a public comment.
",5
"But this keyboard is so accurate and word.
",5
"Prediction os freaky scary accurate.
",5
"Would like standard/more keyboard sound(s)
",4
"Best keyboard ever created!
",5
"Highly recommend to anyone who wants to make typing on their phones easy & fast.
",5
"Love this keyboard, Provides accurate and efficient typing.
",4
"The predictions are quite impressive.
",4
"More customisable themes would be excellent.
",4
"A nice dark black theme, or deep purple would be nice.
",4
"The ability to customize your colours would be sweet too.
",4
"Other than that the keyboard is very sweet.
",4
"Its a great app but recently just realized that it does drain my battery
",5
"Prediction bar disappears when turning screen on and off.
",1
"This issue is 100% reproducible.
",1
"Will update review rating once fixed.
",1
"I purchased this app a long time ago.
",1
"Typing was really fast, predictions were good, way better than the stock keyboard(s).
",1
"But since ICS and also with Jelly Bean typing is near impossible.
",1
"The whole application just halts.
",1
"Keypresses are piled up and released at once.
",1
"This leads to ""long presses"" and i get all kind of funky chars in my texts.
",1
"It's no issue with my ROMs as i've tried like 10 different versions.
",1
"RAM and CPU are good, nothing else is running, no improvements possible.
",1
"Just have a look at the bug section.
",1
"Search for ""lag"".
",1
"The best predictions of any keyboard I've ever used but very lacking in customization.
",3
"Take a page from Perfect Keyboard and fix that.
",3
"Like the character popup, it annoys me personally and runs slow on my phone anyway, so I'd actually like to turn it off because I make MORE mistakes with it on.
",3
"And the number /symbols pad drives me nuts.
",3
"Offering more alternate layouts for that would be nice.
",3
"Also a set of arrows to pad through our characters would be nice because finger insertion sucks.
",3
"This is the best keyboard I've used.
",5
"The predictive text is great and becomes more and more intuitive.
",5
"You can turn on learning from Facebook status updates, Twitter updates, and SMS message writing.
",5
"And the spacebar is wider!
",5
"No longer am I placing periods after every word!
",5
"Highly recommend.
",5
"I have definitely been typing faster since I switched to swiftkey.
",5
"The predictions are really good, and even though it takes a bit of a learning curve to use, there is no way you will want to go back once you get used to it.
",5
"Worth every penny.
",5
"Best keyboard on the market, looking forward to getting Swiftkey Flow!
",5
"I want to like this, really I do.
",2
"But between it shoving words after commas without me noticing, overly aggressive spell check and if I let it type out a sentance by just hitting space bar a lot it types out my cover letter for a job I applied for over a year ago.
",2
"Since I've purchased this a year ago I've given it a try 3 times and have always had to stop after a couple of weeks just out of frustration.
",2
"This keyboard has the best prediction of any that I've tried.
",3
"Unfortunately, it is laggy to appear and respond to input.
",3
"It also has poor app compatibility: It basically doesn't work in Firefox or Sygic.
",3
"If they could slim it down, make it snappier and improve it's compatibility it would be the best Android keyboard available.
",3
"Right now it's alternately awesome and infuriating.
",3
"I had this app for a year now I go it in 2011 for .10 cents I bought it only because it was ten cents and I never ever used it till I got a new phone and figured I'd try it out I really wish I would of used it than because this keyboard blows away the stock one and Swypes keyboard (I do like Swype also almost just as much) but this is one keyboard I can not be without now!
",5
"I was hooked in this after the first few words I type!
",5
"If it changes my word and I hit the backspace key it should automatically keep the word I typed Please fix!
",4
"This keyboard learns words and your habits at an amazing rate.
",5
"Predictions are far better than the standard ones that come on Android phones.
",5
"The only app I've ever paid for and it was well worth it.
",5
"This is a really nice keyboard and has allowed me to increase my speed a lot due to its great error corrections, but it is lacking in that it doesn't allow you to swipe.
",4
"If you could swipe to type too, I could increase my one handed typing speed significantly.
",4
"I'd be lost without SwiftKey.
",5
"Everything about the app is pretty good.
",4
"There are just 3 things I would want for improvement.
",4
"I wish the app showed you a personal dictionary of the words it ""learns"" that you use.
",4
"Somehow incorporate swype (t9 trace).
",4
"Move the 10 key number pad to the middle instead of all the way to the left of the keyboard.
",4
"Other than that, this app is fantastic.
",4
"too slow, I'll stick to anysoftkeyboard
",2
"This should be the official Android app, best Keyboard ever - worth the price!
",5
"Gave it a fair chance but just not for me.
",1
"The most efficient typing application out there.
",5
"Love the predictions and auto-corrections.
",5
"Typing is a breeze now.
",5
"Totally worth the price.
",5
"Hope it supports Chinese input soon.
",5
"This keyboard is east to use and makes typing very fast
",5
"I love using this keyboard!
",5
"I just purchase this and it wont install that really sucks .do something or give me my money back seriously
",1
"Accurate text predictions, best I've used so far.
",4
"Too few themes, most are ugly.
",4
"Please add more themes.
",4
"Accurate text predictions, best I've used so far.
",4
"Too few themes, most are ugly.
",4
"Please add more themes.
",4
"This is literally the best keyboard I have ever used it is freakishly accurate.
",5
"I wish I had known about this sooner it would have saved a lot of time editing all my emails.
",5
"I think it's a must have if you text or type a lot of emails on your phone.
",5
"I loved this keyboard!
",5
"I can type without putting space between the words, and it does all the work.
",5
"In addition, I can have another language running at the same time.
",5
"Also, themes are really cool, the typos correction is just amazing.
",5
"BACK WITHOUT HOLDING ANY KEY.
",5
"This app is great.
",5
"The stock keyboard doesn't come close compared to this, I like the way it learns as you type making texting quicker because the words are there just to be pressed rather than typed.
",5
"signed up for the beta. nothing
",4
"Nice app.
",5
"Great app, esp has I'm dyslexic it helped me greatly, that I bought the app from the trial, it worked fine for a few days, Just it became buggy, Not sure what happened lost the pre-text and other features.
",3
"It started to become unresponsive until it begun to type with errors etc.  I've tried to download again,It says its Installed, but it don't seem to be reaching my phone.
",3
"Like I've said I've looked all in my phone through all my apps everywhere but it appears to have gone from my phone.
",3
"Could you resend it or mail or contact me on how to get it working again?
",3
"But the Android 4.2 keyboard does it all on both tablet and phone with swipe feature built in.
",5
"I used to switch between swype and swiftkey.
",5
"And you have to buy a tablet version of swift separate from the phone.
",5
"Now I use ONE keyboard on both devices.
",5
"Need for themes!Such as iphone theme and Windows Phone theme!more themes
",5
"Been using this keyboard for quite some time on both Samsung galaxy S and galaxy note 2.
",4
"Great learning capabilities.
",4
"Great auto correct.
",4
"I swear by Swiftkey since beta.
",5
"I've tried a number of others, but always seem to come back to SwiftKey.
",5
"It's prediction is amazing.
",5
"The keyboard and the various themes make it quite comfortable to type, either in portrait or landscape, also learning your typing style the more you use it works well.
",5
"Highly recommended!
",5
"(I wrote this review, because I do really love SwiftKey.
",5
"Great App
",5
"El que trae el galaxy S3 no es muy bueno, este se paso.
",5
"Mejor que todo lo que he usado antes, mejor que BB y que iOS.
",5
"My go to keyboard app on Android.
",5
"S3 keyboard was driving me bananas.
",5
"Do yourself a favor and get this app.
",5
"I love this keyboard because it predicts the words very helpful.
",5
"Thank you guys keep up the good work!
",5
"Love the new themes too!
",5
"Hopefully more themes are on their way!
",5
"I had it for a really long time from the Amazon market but i bought it here because it updates faster!
",5
"Since I update my T-mobile Samsung Galaxy S3 to Jelly Bean 4.1.1 it keeps going back to stock keyboard!
",5
"Saves me time and is accurate.
",5
"Only problem is I find the shift key is to close to the ""A"" key.
",4
"I have fat fingers and I always press shift rather than ""A.""
",4
"Otherwise it's one of the best keywords out there.
",4
"After the update to android 4.0.2 swift key was gone, status purchased but not installed!?
",1
"I can't believe I haven't reviewed this yet. best keyboard ever. been using it it began.
",5
"I'm using the trial keyboard, but can't miss the sale off :), buy it and waiting for Vietnamese language.
",5
"Based on my experiences, SwiftKey is the best Android keyboard that I have ever tried.
",5
"It has a great layout and it has the most intelligent word prediction It can handle up to 3 languages at the same time.
",5
"Still not perfect but the best out there by miles.
",4
"An excellent keyboard, I bought this while it was on offer and have never looked back!
",5
"I never saw the importance of having a different keyboard until I used this for the first time!
",5
"I would pay double for this now as it is invaluable!
",5
"When the new jelly bean update came out I ditched thisand tried out Google's attempt but now I've re installed what I think is this best and most accurate keyboard out there
",5
"Just need to be able to drop the keyboard once your finished otherwise really good app
",4
"Great keyboard
",5
"This is an amazing app.
",5
"The predictions are great and it correct everything even if what you typed is way off the actual word.
",5
"The skins look great and the app learns everything about how you type and the words you input the most.
",5
"Overall this is the best keyboard app on the market.
",5
"Absolutely worth the price.
",5
"I upgraded my HTC sensation 4G on t mobile & now SwiftKey sucks.
",2
"Gets stuck on entries, hold up, delay while typing, doesn't correctly read my tapping.
",2
"I just wish there were more themes.
",4
"I love the neon blue layout!
",5
"The keyboard is ridiculously smart and useful, but the lack of a variety of skins makes it dull after awhile.
",4
"I even switch to my stock keyboard once in awhile just to get a different skin while typing.
",4
"This is the best keyboard for your phone out there.
",5
"Pros:  -Predictions are very accurate  -The more you use it the more.    accurate it gets -has some nice looking themes  Cons: -not much to say, except it lacks support for Mandarin language.
",5
"But please I would like to disable the pop up letters when typing.
",5
"Like before in some themes.
",5
"I am constantly getting a pop up from swift key telling me to select input method even though it's already selected.
",2
"Would be 5 stars otherwise.
",2
"In less than a month, my brand new touchscreen-only phone (Samsung galaxy s3) was beginning to turn me into a non-texter with all the constant typos and incorrect word predictions from the built in keyboard.
",5
"So sad :( It was easier just not to send the msg at all.
",5
"(The physical keyboard on my old crappy phone was hard to let go of).
",5
"One day with SwiftKey and I'm texting at lightning speed again!
",5
"Using both thumbs etc. 5-stars bc I know they're coming out w a ""swype"" function soon.
",5
"This is one of the must have apps on Android.
",5
"It makes typing on a touch screen much faster.
",5
"This keyboard is simply amazing!
",5
"Best purchase I've made so far!
",5
"This is the only keyboard app anyone will require in an android device!
",5
"The predictions are awesome and it even picks up personal quirks in writing!
",5
"having stability issues after 4.2 update.
",4
"Have been using this daily with no problems.
",5
"Best Value app I have ever bought.
",5
"A lot better than built in keyboard and more accurate.
",5
"Apart from a couple of glitches in certain apps where the prediction bar disappears if the screen times out while the keyboard is up, which can be fixed by minimizing the keyboard and opening it back up, it's brilliant.
",4
"I'm looking forward to the next major update with Flow.
",4
"It'll be the best of both worlds; Swype like input with SwiftKey predictions.
",4
"I stuck with the Samsung keyboard for 6 months.
",5
"Hated it but I thought what could be better?
",5
"Loaded the trial on my Samsung Note and bought the full app within 15 minutes.
",5
"SwiftKey is absolutely brilliant.
",5
"This is so much better than the stock keyboard, better than Go Keyboard.
",5
"The predictions are a huge time-saver.
",5
"I rarely pay for apps, but I just bought this one.
",5
"On occasion tends to be a bit slow.
",4
"This App is great.
",5
"Definitely worth the purchase!
",5
"everyone said this app was awesome. that the keyboard would blow me out of the water and make my babies smell like roses or something. it does not. swiftkey is just another keyboard. there's nothing really that great about it. in fact, the lack of the groovy swype feature that comes stock with the galaxy s3 makes it kind of lame in comparison. i bought it because it was on sale and i figured i'd try it out. i wasted a dollar. i don't know what all the hype is about, but i went back to the stock keyboard within an hour.
",3
"EDIT: after using it a bit more, it's starting to grow on me. once it has the swipe type feature, it will probably become a 4 start product.
",3
"Really good keyboard except the . com button which makes the space bar too small and ends up with messed up searches in chrome.
",4
"Give us an option to get rid of it please.
",4
"Who types a full on address these days anyway?
",4
"Google normally guesses it before you have written it.
",4
"A must have app for your Android device.
",5
"I used this when I had an HTC phone but with a Nexus, the stock keyboard still reigns supreme.
",4
"One thing I did like about it though was the nice skins.
",4
"Very clean look.
",4
"Very good corrections and suggestions and very clever, well worth getting
",5
"Increased efficiency in typing.
",4
"Works awesome, can't go back to iOS or Samsung keyboard ever again after using SwiftKey.
",5
"It learns from how you type.
",5
"Less typing makes me feel more productive.
",5
"It does a good job of predicting the next word which means I don't have to type as much.
",5
"Some short words that I add into the dictionary such as ""de"" or ""le"" will always automatically become ""De"" and ""Le"" which is not what I want.
",3
"I have to keep converting back to small case manually, which decreased my typing speed.
",3
"After last update I noticed my phone begin to lag.
",2
"Lo and behold SwiftKey was using 34MB of RAM in the background!
",2
"I've had this for a long time because I didn't like the keyboard my phone had and it's awesome
",5
"For those of you asking about the personal dictionary.
",4
"It is built into the app.
",4
"You can delete new word entries by long pressing over the word in question.
",4
"New words are added as you enter them.
",4
"I don't believe that you delete any words in the pre-installed dictionary.
",4
"This is the only app I've ever purchased.
",5
"I had no issues with the free version.
",1
"But as soon I updated to the pro version, after every reset keyboard goes back to default keyboard.
",1
"Need a fix Asap.
",1
"Previously i used to reserve works that require excessive typing to my laptop.
",5
"But now I prefer my mob and the only reason for it is this app.
",5
"Waiting for swiftkey flow!
",5
"I loath touch screen typing usually.
",5
"But this thing is the best keyboard on Android for English at least.
",5
"I wish their were more customizable options for keys.
",5
"I use the question mark much more often.
",5
"I want it to have a dedicated key.
",5
"Keyboard locks freezes and/or locks phone up when using Firefox or Chrome.
",3
"Certainly did a good job in the keyboard.
",5
"My previous keyboard was so lag and kept skipping the backspace.
",5
"Now with swift key, everything is good.
",5
"I hated the galaxy s3 keyboard!
",5
"This is the only app ive ever bought.ever
",5
"One of the apps I can't live without
",5
"Great keyboard!
",5
"Great keyboard, much better than stock.
",5
"I lovs this keyboard.
",5
"I read the review and watched the video and now I'm loving the keyboard.
",5
"I don't regret buying this.
",5
"I purchased the full version w/o trying the free one.
",1
"Best android keyboard, plus will write gibberish for you.
",5
"Thanks again for the next few days ago by the end of this message to your basket.
",5
"The word prediction is crazy.
",5
"The whole keyboard works great.
",5
"I can't wait for the swipe ability.
",5
"bought this on my phone.
",5
"I use this version on my tablet too because it is much better than SwiftKey tablet app, which annoys me as I bought the other app too.
",5
"The beta edition for Thai has been expired.
",4
"Could you add it to any Thai peoples?
",4
"I can't type without this keyboard.!
",5
"But most of the time the punctuation key types a period and I then the one I want.
",5
"Also if the smile and erase button were switched I wouldn't accidentally type smiles when you I'm trying to erase.
",5
"This app is probably the most important one you will ever download.
",4
"I am using it to type right now and it is basically reading my mind.
",4
"This is the reason I stopped considering the iphone.
",4
"I have shown so many people this keyboard.
",4
"Update: I just got the LG Optimus G and the cursor seems to be jumping to the top of the field in the middle of sentences.
",4
"Amazing app!
",5
