text,rating,informative
"speed of new feed update is slow, it does't have share to private messenger
",4,1
"now i can't delete comments....
",2,1
"this latest update sux, everything is slow or doesn't work it is always forced to close everything you click on doesn't work or you have to push it 20 times .....
",1,1
"works great but requires lots of ram.
",1,1
"i want to update news and feed but its dont do it its write me that its updating and dont do anything!!!!
",2,1
"it freezes all the time, never lives up to promises and because of the pervasiveness of fb, we are just stuck with crap.
",2,1
"i give 2 stars for the times i get bored before the app freezes.
",2,1
"my location doesnt post in my status when i update it !
",1,1
"it has very slow loading when i get on the app.
",3,1
"games cannot link with facebook .
",1,1
"app crashes and i can't edit my cover photo anymore
",2,1
"the more updates i download, the more crappy this app becomes, why cant i see pictures, for that it deserves no stars at all, sick and tired of this.
",1,1
"one is that it doesn't load the comments made on posts and if it does at all it takes extremely long.
",1,1
"when u upload photos they say they are uploaded but it j6st has the comment with the pictures and thahhh pics not there #i'm sorry cause i loved it and honestly its garbage ???
",1,1
"please fix the messages it says updating on the top and its updating but it doesn't end  make it faster  i get my messages about 10 minutes after i get the message
",3,1
"it keeps force closing like e very session.
",1,1
"and the new refresh feed is crap js
",1,1
"runs fine for a little while then, just forcecloses or freezes up.
",1,1
"stop trying to force me to download instagram when i touch an image.
",1,1
"y cant i change my cover page?
",2,1
"since i updated awhile ago its turned to crap always freezes and never loads.
",2,1
"this apps good but when i open any comment and after back then it is close...
",3,1
"terrible that you can 't even do something like upload a picture to replace your current display pic...
",3,1
"worked fine till the update and now its just slow, cant post status and pics.
",1,1
"last update sucks all time crushing.
",1,1
"half the time it don't update and then it crashes or it does not load right, has be one a pain in the butt
",2,1
"i can't upload pics, it keeps closing out, n not everything works like status updating, n other things...
",1,1
"slow to update.
",1,1
"will not load pictures on mobile app.
",1,1
"need ability get to edit or delete comments.
",4,1
"unable to update.
",1,1
"i can't see any post pic.s...
",3,1
"loads slow and it won't show pics! :(
",1,1
"since the last update, the app constantly closes its self.
",2,1
"can't change my cover pic.
",1,1
"occupies a lot of space.
",1,1
"can't delete comments.
",1,1
"since download of the updated version, shuts down, can't see pictures friends post, can't share pictures.
",1,1
"i can't update my status.. -_-""
",1,1
"with the last update, the speed of pictures being visible has not been improved.
",2,1
"i am able to read text but i can no longer see pictures.
",2,1
"recent update has constantly force closed on me..
",3,1
"it continues to say facebook's not responding ....
",3,1
"all i get is a black screen and i let it load for 5 minutes.
",2,1
"keeps hanging when downloading pictures!
",2,1
"i can't like, comment and tag people after i had viewed people photos...
",1,1
"it will be more perfect if it is.able to save pic to phone.
",1,1
"there are issues with the photo viewer...
",2,1
"pictures are not coming up.
",1,1
"force close
",1,1
"facebook now routinely keeps showing old posts that i have made at the top of the news feed, even when most recent is selected, its been happening for the past couple of weeks.
",1,1
"additionally, it is still not optimised for tablets and displays huge images, pages look awful.
",1,1
"furthermore, it takes so long to load or update.
",1,1
"i love my fb but the android app seems to slow down my device and use a lot of memory...
",3,1
"so much problems and also my notefications keep screwing up and idont even get some chat inboxes back irene wasnt like that before until this update
",1,1
"image loading takes lots of time or even doest show afterall my net speed is 2mbps.
",3,1
"please downgrayddd and upgrayddd once we can all post statuses, wall pics, check-ins and finally stop the app from interrupting my conversations elsewhere in app world with a facebook crash notification every thirty seconds to five minutes to ten seconds to one minute, etc. grrrrr
",1,1
"well, i had moved it up to 3 stars but i'm taking back to 1 because pics never load...
",1,1
"it's basically good to use for uploading pics.
",1,1
"after upgrading on my phone, when i try to get in to fb all i get is a ""network error""!
",1,1
"get rid of that stupid find friends craps.
",1,1
"every single time i open facebook it prompts me to ""find friends""
",1,1
"if i say dont sync contacts and not now, it means i dont want to find any friends!
",1,1
"i cant update status after the app have been updated
",2,1
"with the latest update, photos don't load.
",2,1
"everytime theres a new update, it gets slower then ever.
",3,1
"not sure what happened lately but i can't update stat and it interferes with my mobile network.
",3,1
"when ya click on one pic on the news feed it goes 2 a different one its.
",2,1
"i had to uninstall all of the updates and go back to basic facebook since after the last update every time i make a call it causes my phone to go into silent mode...
",1,1
"the bug about updating status is related to siii app.
",2,1
"comments dont load, almost impossible to like comments and cant search.
",1,1
"now it freezes and then it tells me to force close.
",3,1
"now its slow and its always freezing up.
",1,1
"after last updated, this app unable to load pictures?
",2,1
"its nice to have it but its too slow
",2,1
"always crash and the file is too big.
",2,1
"every time i want to post a new status this fb app says i have to check my connection and try again even when i have full signal bars..
",3,1
"also check in feature doesnt allow me to add any places, i have to chose whats on the screen..
",3,1
"can't update my status
",1,1
"i love fb but i hate that i cant send it to the sd the memory device is almost full.
",1,1
"if i easy able to see pictures i wouldn't.
",1,1
"slower and no longer to open pictures.
",1,1
"slow, pages wont load shows white screen.
",1,1
"forcloses all the time.
",1,1
"weird how i can just go online to my fb page but the app won't pull it up at all
",1,1
"the next day won't load ....
",1,1
"this won't even connect!!!
",1,1
"really slow to load and if it does finally load, it says ""network error""
",2,1
"ever since i updated i can't log on to the app anymore ...
",1,1
"plus its telling me something is wrong with my sever and there not
",1,1
"i'll give you 5 star if it install in sd card it's 31 mb and my telephone doesn't have area enough
",3,1
"i really wish it could move a little faster but at the end of the day i still love facebook!
",3,1
"needs to be revamped and sped up but otherwise good
",4,1
"it always says loading when i turn the app on but nothing pops up and with wifi may i add.
",1,1
"force close all the friggin time!
",1,1
"cant see most friends pics, wtf!!!
",2,1
"doesn't load photos in news feed at all.
",1,1
"not getting notificatoions through on time.
",1,1
"its super slow or it just won't open.
",2,1
"trouble loading pics..
",2,1
"force closes all the time, and why can't i ever upload any pictures with this piece of garbage? - desire hd
",2,1
"evrtym i clik on d pics, it just force closes!!!
",3,1
"takes up way to much room on my phone and i can't move it to sd card.
",1,1
"also push notifications for messages!!!!
",1,1
"i cannot change my cover photo fix it now
",3,1
"having problem with showing coments on pics, it couldn't load any profile or pages further apart from first visit
",3,1
"worked great until i updated, now it randomly doesn't load pics,  takes forever to upload pics, & idk what is going on with it but many times when i get on, it will look like everything is working until i click on a like & it will add it but less than a second later remove it.
",2,1
"i have to click several times until it sticks & if i've liked the status before it, the screen suddenly skips back to it while removing its like.
",2,1
"need to fix sync bug doesnt sync a single contact, crashes all the time, uninstalled.
",1,1
"very very very bad version do not work correctly and do not open chat its very bad
",1,1
"constantly freezing.
",1,1
"doesn't refresh and no option to edit previous posts.
",1,1
"since the update, constant network errors.
",2,1
"i gave it 2 stars cuz it loaded.
",2,1
"it sux dont work good takes for ever to upload a pic..
",1,1
"i can no longer check in, post a photo or status.
",1,1
"can only like things and comment on an existing status.
",1,1
"i can put certain pictures in certain albums anymore -.-
",2,1
"force close error!!
",3,1
"it's shows only 30 notifications and try to store it on sd card it cover upto 26mb...!
",3,1
"i'm using an older version now that at least loads
",1,1
"how do you put something as your cover photo, and how do you delete your comments ?
",2,1
"it just stops uploading and i have to restart my phone
",1,1
"crashes quite a lot and the option to delete comments does not exist
",3,1
"been force closing!
",2,1
"can't upload photos from my note 2.
",1,1
"this app is very slow please update to better version..
",1,1
"but on this update i try to look at a photo on my news feed, and it shows a totally different picture i saw mimutes ago.
",2,1
"cant update a status.
",3,1
"update the app so it will sync with google again...
",3,1
"haven't been able to upload pics taken on mt gs3 gor a while.
",2,1
"can't view any pictures now.
",1,1
"if you force shut the app after continual crashes it totally shuts down ur cellnet data connection.
",1,1
"every time i use this app it closes on me, sometimes its within a minute or two, other times its immediately!
",2,1
"when i'm lucky enough for it to stay open for a little while its pretty slow and has lots of glitches!
",2,1
"if it would run at a reduced size or had a reasonably functional widget it wouldn't be so bad, but full screen its shocking!
",1,1
"hd tablet optimised app please.
",1,1
"this apps so rubbish it wont even let me install it .
",1,1
"good app drains battery like crazy because it never closes...
",3,1
"can't upload pictures
",1,1
"its really slow and it eats the phone memory :s !
",4,1
"and why the hell cant i save pictures -.-""
",4,1
"too much memory is used by app.... :-(
",2,1
"and when i try to use emojis in chat facbook crashes :-( :-(
",2,1
"i opened this app this morning and it won't even update.
",2,1
"i cannot log in so 1 star for now.
",1,1
"good app but some time its working bit slow.
",4,1
"cant open comments sections at all, it takes at least 90 secs to view most of my friends images and list goes on.
",1,1
"what is most frustrating is that i get notifications on phone pn&can open comments, et aol, before i even get notified on my tablet.
",1,1
"it easy to play but it hard when i log in to play other account
",4,1
"i give it a 3 star because 1 for me to change my cover i cnt change it when im using the app i could only go on my phone internet yo go to facebook & change the cover & i really hate that so yeaa & plus sometime my status dnt go up or pics dnt go up but yeaaa till ya have this fix its gonna be 3 stars but when its fixed & its fixed good ill give it a 5 star than so yeah
",3,1
"always loseing connection, and never being able to veiw pics it will never load them even when you click on the pic to inlagre it!
",1,1
"app is slow after last update.
",2,1
"not uploading or downloading photos, very disappointed.
",2,1
"i am not getting notifications.
",2,1
"besides it is using up 23.4mb of my phone's ram. for low end phones like galaxy y, this is too much.
",2,1
"the new facebook is no no good cause it always shuts down i can't see the pictures half the time it just bad!!!!
",1,1
"how can i change my cover pic?
",3,1
"i can't change my cover pic and profile pic after recent update.
",3,1
"are u going to introduce another app to change cover pic?
",3,1
"slowly again after updated sucks!
",1,1
"cannot view any pictures after update!
",1,1
"now i cant see driends pictures.
",1,1
"loading issues, ""cant find secure connection"", if i delete a post..
",1,1
"i cant close pictures if i open them..
",1,1
"it won't let me upload photos now??
",1,1
"i click on a fuckin image n it takes be back to pics from 5 days ago...
",1,1
"used to work wonderfully, now however it causes me to lose my connection, leaving me unable to refresh anything.
",1,1
"finally stepping it up  edit: seems since latest update that now images aren't always showing up in news feed or when selected.
",3,1
"after updated, my update status doesn't appear in my wall..
",1,1
"now can't post pics.
",1,1
"since the update its not letting me upload pictures..
",3,1
"since downloading this app i can't write on people's wall!!!
",1,1
"i'm not a big fan of facebook, personally i think it's had it's day, but, when i do feel the need to message one of my mates it very rarely connects.
",1,1
"all i get is 'connection error - retry', even with the strongest mobile internet connection it only connects now and again.
",1,1
"won't open half the time, won't update when it does.
",2,1
"really frustrating to get to editing a long post and accidentally touch the feed wall behind the comment box and have all that swyping disappear forever.
",1,1
"this got to get better i'm tierd it keep freezeing i'm done installing uninstalling.
",3,1
"gps locks and won't go away, even if you force stop the app.
",1,1
"cant post status.
",1,1
"can't view photos wtf!
",1,1
"im having issues uploading my photos.
",2,1
"we want delet unwanted  comment no option for that otherthan good .
",3,1
"after long time i use this app, this app haven't been able to update status......
",2,1
"pictures do not load.
",1,1
"it works good but its stupid how it don't tell you anyones birthdays no more or that it showes someone that u stole a picture frim them that's stupid
",2,1
"after it updates it won't allow me to view pictures etc
",2,1
"in the settings it won't let you change your password!
",4,1
"plz fix force close :(
",3,1
"and make remove comments and poke friends avilable....
",3,1
"ive had it downloaded on my phone, had to delete it for storage space and i cleared that out before trying to install it said file is invalid or something..
",1,1
"its just dumb that now all.of a sudden i cant download
",1,1
"anytime it updates you cant see nothing on fb and you have to delete the hole app and redownload it.
",1,1
"all the pictures are a gray block
",1,1
"extremely slow
",2,1
"no pictures load on your news feed or when you click into it.
",1,1
"pics and thumbnails won't load after last update.
",1,1
"takes forever to load, even on wifi.
",1,1
"so many fraud notifications!
",1,1
"please stop all of this pornography advertisment.
",1,1
"all advertisment should be gone.
",1,1
"this app use to be great but now the status's on the widget never update.
",2,1
"so now i'm constantly reading the same status's.
",2,1
"i can t found my likes pages in this update......
",3,1
"the latest update will not allow me to refresh anything.
",1,1
"keep getting network error, wtf?!
",1,1
"takes forever to load when i first open the app and force closes a lot and is always telling me i have no connection when i have 5 bars!
",3,1
"i haven't been able to update  my status from my phone now for about 3 weeks, i also can't upload a picture, share anything or write on friends walls.
",1,1
"it's just a useless app taking up room on my phone for no reason.
",1,1
"now it is super slow and pictures won't even try to load.
",2,1
"too slow to load images and pages, sometimes it doesn't even load.
",1,1
"wont launch at all since update.
",1,1
"when i try to look at pictures they won't load
",2,1
"very slow even when i'm on wifi.
",1,1
"when ever i am trying to upload a photo, it says uploading failed after 100%.
",1,1
"the app crashes, pictures loading last to much, besides the news feed shows  ""most recent"" but it shows ""top stories""
",1,1
"facebook on nexus 7 had been slow lately and now won't even connect anymore.
",2,1
"can't even update my status.
",1,1
"you would think fb would have an amazing app with all the fat money they make.
",1,1
"it keeps force closeing and not loading and freezing please fix other wise it is great
",2,1
"i am always having to exit the app and reopen it for pages to load, and most of the time that doesn't even work.
",4,1
"i don't want to look at the loading icon all day.
",4,1
"by using updated one can not able to post on my wall.
",2,1
"i think till slow to shiw the pictures.
",2,1
"and when i post status or comments they cant to upload and i'll write again and again.
",2,1
"it won't load pictures
",2,1
"the bad: when i type more than a few words in a post or comment, the app freezes, more often than not. i lose everything i typed and have to start again.
",4,1
"also: there's no way to upload a photo directly to one person's wall.
",4,1
"another neat option, if the developer wanted to make this really awesome, is an option to pre-cache recent posts by friends and in groups, for offline (aka subway) viewing.
",4,1
"and dare i dream of posting comments offline, that post as soon as i get reception again?
",4,1
"ever since it upgraded, it shuts down and locks me out with a black screen for a good 10 mins.
",1,1
"makes it really hard to talk to him when i can't even stay in it for more than a few minutes without being kicked out.
",1,1
"i love updating fb when i can wish it would be better statuses arent updating and pictures dont upload have to upload 3 or 4 times.
",1,1
"freezes up when i click on pictures and is always having to be shut down and reopened.
",2,1
"since latest up date i can no longer view any photos
",1,1
"regularly asks to find all of my phone contacts on facebook. i don't want to do this, but i can't permanently dismiss it.
",1,1
"i wouldn't advise anyone to download it because it makes the phone go blank.
",1,1
"the app notifications don't always work, and updating your news feed can take forever.
",3,1
"i can't delete spam comments from photos, i cant delete post i sent and i can't delete photos slow
",1,1
"its always force closing, pictures never load...
",1,1
"very slow and doesn't refresh often....
",1,1
"this wont let me go in facebook !!!
",1,1
"none of the photos people post on facebook are showing up on my samsung galaxy.
",1,1
"it doesn't want to load anything!
",1,1
"it won't load photos, timelines, newsfeed, etc.
",1,1
"i have given up posting or searching on facebook too many times because app is incredibly slow.
",2,1
"every sense i installed the update, i can't post a status update,  it never posts mo matter how many times i try.
",2,1
"i have to post timeline photos twice b4 it actually uploads them.
",2,1
"i don't get half the news feeds,  i miss a lot!
",2,1
"oh not to mention it always has a network error.
",2,1
"notifications on phone home screen are gone.
",1,1
"open the app and it shows pending notifications.
",1,1
"no add/reply to comments section in your own albums.
",1,1
"i can't change my cover photo & i'm unable to view pics in my timeline...
",3,1
"space hog that gets bigger and bigger with each incarnation.
",1,1
"the bloat is unacceptable, and unnecessary.
",1,1
"no longer worth the amount of space it requires.
",1,1
"ok i can't up load any photos from my galary to facebook both through the facebook app or through the galary.
",3,1
"having issues now trying to upload photos to facebook.
",4,1
"wont load.
",1,1
"does not properly show the most recent statuses when i selection most recent.
",2,1
"can't change my profile pic or my cover photo.
",1,1
"can't update my status.
",1,1
"at least i can see what my family and friends are up to too bad they can't see what i'm up to.
",1,1
"can't write on friends walls anymore.
",1,1
"deletes comments after i leave them.
",1,1
"almost impossible to change cover photo on mobile.
",1,1
"on friend/group pages, ""see more"" option doesn't work anymore.
",1,1
"so there's about two weeks or so of recent posts that can't be seen anymore.
",1,1
"countless times i receive ""network error"" alerts/force closes.
",1,1
"since the update, i can't see any photos of any kind.
",1,1
"also, we can change our cover photo in the old version, but in the new version, we can't. :(
",3,1
"disappointing can't save to sd card still ,wish u wud sort this then and this new up date been nothing but crap facebook takes ages to load kicks u off please sort this asap as its doing my head in
",1,1
"app loads slooooowly.
",1,1
"constant receive ""network errors""
",1,1
"i can't upload photos, if i view a posted photo i have to press ""back""
",2,1
"button a million times before it returns to my news feed.
",2,1
"app is very slow and crashes a lot.
",2,1
"can't even download it onto my tablet
",1,1
"takes forever now to load pictures.
",1,1
"sometimes states there is no internet connection even if i have strong signal.
",1,1
"search bar not working.
",1,1
"some pages do not load.
",1,1
"sfter the latest update i can't see any pictures.
",1,1
"very hard to add a photo if your devices have plenty photos.
",1,1
"waiting thumbnails for minutes still cannot see the photo i want to post.
",1,1
"should ask which app we would like to use to choose photos.
",1,1
"i have 4g and this is so slow updating that i rarely use of.
",2,1
"automatic updates do not work   i hope they fix this soon
",2,1
"slow and 90% of the pictures don't load.
",1,1
"some of my posts or comments never shows, always says no connection when i have 4g service, slow loading, when i push like it does not work.
",1,1
"pictures don't moves very slow.
",3,1
"the inbuilt messenger doesn't show any notification of new messages....
",3,1
"and can't get the notification of comments ....
",3,1
"pls remove the inbuilt messenger app as i already have the fb messenger app....
",3,1
"but now fb loads forever about 60 of the time upon opening.
",2,1
"happens more if an instance is running and i'm in another app and i use the notification bar to go to fb, and it loads, and loads, and never finishes... i
",2,1
"no pictures since the last update, sorry i updated now, fix this problem soon, right now i hate facebook, no since in getting on!!
",1,1
"where did my friends button go too???
",1,1
"this app is useless keeps force closing and not  working properly
",1,1
"i have updated this app at least 9 times and every time it takes up more memory space.
",1,1
"there is no proper share option for video...
",2,1
"we need to download the video to share...
",2,1
"i can't do status updates....
",1,1
"very slow, pictures don't load and doesn't notify me .
",1,1
"too much ram consuming n sloe speed
",5,1
"after i update this i can't see my status updates & sharings.
",4,1
"i got sick of waiting for everything to load.
",1,1
"because it's takes 32 mb in phone.
",1,1
"and it is not loading always it shows connection failed.
",1,1
"i keep losing a specific friend and relationship status every other day.
",3,1
"i keep having to request my fiance' and change my status again and again, ive disabled the built in app and re enabled it, if nothing changes then im done with it.
",3,1
"all photos over 100 likes or comments say 98 likes and comments other than that it's alright
",3,1
"every time i try to open the app my phone freezes.
",2,1
"the app is getting better but one thing i am clueless about is removing or editing comments...
",4,1
"cant losd pics...
",1,1
"cblack screen issue..
",1,1
"move slow
",3,1
"slow, hands..
",1,1
"everything is fine except you can't see any pics!!
",2,1
"notifications , messages, feeds are always delayed.
",2,1
"pictures are bugged though.
",5,1
"i will give it 5 stars if it stops logging me out when im typing a message!
",4,1
"when i tried logging in,  it crashes!
",1,1
"sort the mobile facebook out i do not want to see post from yesterday hummm
",3,1
"ps-sumtyms says no network even though my internet is working.
",1,1
"can't even see my notifications anymore...
",2,1
"push notifications is not working!
",1,1
"i do find the app good because i could share a post easily than my previous app that i used but it is so very memory consuming and it sometimes crash....
",1,1
"at first i wasn't going to let something like being unable to upload photos on a consistent basis bother me, but then all of the force closing, network error, and lag made me want to flip a table.
",1,1
"loading of pictures is so slow
",2,1
"and when it does pictures will not load!
",1,1
"haven't seen a photo on this phone in 2 weeks
",1,1
"contacts won't sync on nexus 4.
",2,1
"constant network problems whether on wifi or data.
",2,1
"slow on top of that.
",2,1
"click on a photo and a small loading circle whirls for infinity.
",1,1
"i constantly have to shut down the app and open it again just to view a photo.
",1,1
"sucks in term of viewing others timeline/page..
",1,1
"fix it pal, it often crash or laggy when i tried to view others fb timeline even though the wifi or 3g is full..
",1,1
"plz fix to send videos
",4,1
"why cant i write back from a comment..
",1,1
"can't upload video.
",4,1
"haven't been able to write a status in mouths.
",1,1
"my pictures don't download you can never see them...
",1,1
"pictures not opening on friends status updates...
",2,1
"wont let me comment on status, or upload pictures smh hurry up fix something
",1,1
"load of rubbish...
",1,1
"but in my current experience i have been shut out anytime i try and attach photos to both private messages and public posts...
",3,1
"i also experience force closings when trying to scroll comments!
",3,1
"always force close
",2,1
"very slow loading news feed, comment and photo.
",1,1
"and constantly have to uninstall and reinstall because of none loading.
",2,1
"its tooo slow and the widget doesn't w
",3,1
"slows down force closes and does not upload pics.....
",1,1
"notifications don't load properly and photos fail to upload...
",1,1
"since the latest update it always says ""network error""
",2,1
"while i'm connected to wifi plus i can't change my profile pic or anything.
",2,1
"but could be better if would be able to upload multiple photos like in iphone
",5,1
"unable to update my status or post on anyone's wall - disappointing for an mobile app for use ""on the go""
",2,1
"why can i no longer delete comments, or change my cover photo from the mobile app?
",2,1
"sucks i hate it want to delete my profile
",1,1
"very very slow to operate really disappointed:-(:-(:-(:-(:-(
",3,1
"it sometimes takes forever to load and the chat box is my messages .
",3,1
"slow and freezes to much!!!!!
",2,1
"i'm running an htc desire android phone and when i try to use the ""record voice"" it tells me that ""error creating audio attachment"" i was lookin forward to that specific add-on.
",4,1
"it won't load anymore.
",1,1
"i can't upload pictures anymore!!!
",1,1
"it's like a soccer player drinking 9 sodas a day -- fat and slow.
",3,1
"very slow and doesn't update news feed
",1,1
"also slow response time.
",1,1
"constant network errors.
",1,1
"and long load times.
",1,1
"when it shows where u are located it's on where when you start a post but doesn't go on the wall.
",1,1
"its soooo slow loading won't let you delete anything on ur news feed.
",1,1
"location showed when posted and now it doesn't.
",1,1
"constant network errors, lost of internet connection!
",1,1
"i would like to be able to edit comments.
",4,1
"ever since the update that was supposed to fix issues with pictures, pictures don't load properly.
",1,1
"network errors constantly, even with full wi-fi.
",1,1
"takes forever to load photos.
",1,1
"at least i'm not the only one having issues with the new update and the lack of pictures.
",2,1
"i too can only see text and some thumbnails.
",2,1
"i also have it acting like i don't have a connection but i do.
",2,1
"i can't view any pictures or videos .
",1,1
"this app is not loading profile pictures on my newsfeed, it doesn't allow me to view my own pictures that i upload.
",1,1
"haven't been able to download pic from my phone for a week now!!!!!
",1,1
"keeps showing top posts all the time even after changing to most recent.
",2,1
"some of my posts or comments never shows, always says no connection when i have 4g service, slow loading, when i push like it does not work.
",1,1
"this app is a poor facebook app freezes all the time and doea not give option of uploading pics to specific folders and slow operating
",2,1
"love the latest features but i can't get it to load like it used to.
",3,1
"please fix the bugs it force closes every time when opening the app & can't it be sent to sd card....
",3,1
"hangs and does not update my feed.
",3,1
"i always have problems trying to see picks on my wall because it refuses to load.
",1,1
"i get network error even tho i have perfect service and 3g.
",1,1
"when i share to many photos and what-not i get blocked for two days from sharing anything!
",1,1
"i don't get all if my notification, and can't see a lot of what my liked pages are posting cause its just not there. >=(
",1,1
"lots of waiting for simple posts to load, and it's not a connection issue.
",2,1
"pictures don't load, way too many ads and sponsored posts, it just seems to get worse and worse.
",1,1
"screen just goes black.
",1,1
"i watch youtube and use everything it was ok but why facebook say ""lost connection""?!?!?!?
",1,1
"why i cant post my status, it always says cant post at tis time????
",1,1
"the major problem, i believe is you somehow created a memory leak.
",1,1
"i say this because i noticed the more you use the app, the progressively worse it gets, until it doesnt even open or when it needs more memory for lets say a message and a notification at the same time, it crashes.
",1,1
"other than that as of right now images do not load the correct image, they skip to a different image, constantly gives false no connection warnings, cannot delete posts plus more.
",1,1
"got it updated and it's so slow now....
",2,1
"my s planner in my galaxy s3 freezes when i sync it if im logged in this facebook app!
",1,1
"slow, can't view pictures sometimes, drains battery.
",3,1
"since the update i can't upload pictures, it just fails every time
",3,1
"this app is not letting me upload photos or videos.
",2,1
"takes forever to load anything, even if i'm using wifi.
",3,1
"freezes and restarts all the time.
",3,1
"when a failed upload can't be cleared from the notification window.
",4,1
"awesome facebook app but pls upgrade cause i can't remove or delete a comments.
",4,1
"very slow app
",1,1
"this app sucks it won't load
",1,1
"it does not want to update my feeds.
",1,1
"wont let me update my status or do anything!
",1,1
"every 5th item in my stream is a suggested post or a suggestion to like a page.
",1,1
"update: in this latest version every time i start this app it has a pop up requesting access to my contacts so it can find friends.
",1,1
"there needs to be alerts for messages to your phone when you don't have wifi .
",3,1
"because it is terriable that when someone uploads a photo of you and you get the alert but when they send you a message you don't get an alert.
",3,1
"for almost 2 weeks i have not been able to update my status using this app.
",3,1
"everything is super slow and network errors when my connection is strong, and forced closes.
",1,1
"i've now had to uninstall the latest update because it intermittently stopped the touch screen working on my desire hd.
",1,1
"its really very slow evn with 3ga it works slow so bad
",1,1
"i cannot post my status on my wall
",1,1
"won't load at all most of the time.
",2,1
"only problem is that you can't chose which album you wanna upload your pic to and you can't change some things which gets annoying.
",4,1
"slowest app ever seen...
",1,1
"hangs like all the time and when using the search it is the slowest....
",1,1
"gives connection error and the most irritating thing when i open notifications of fb from my notification bar they dont open.....
",1,1
"i hv to again search that notification in the notification icon..... x-( x-(
",1,1
"constant force close.
",2,1
"takes forever to load pictures and comments.
",2,1
"delete feature removed so can't delete own statuses and comments.
",2,1
"tryna fix this it always crash
",1,1
"it crashes every 5 minutes !
",1,1
"i can't update my status , can't change my cover photo , & its so much slower the before .
",1,1
"i can't even post a status anymore it just sucks
",1,1
"can't upload pics for 5 days straight now.half the time it shows statuses from days ago, but not the 1 i just posted.
",2,1
"it will not load pictures
",1,1
"i like being able to pick which album to upload pics to, i just wish i could create an album through this app....
",1,1
"it also still tells me network error when my connection is perfectly fine
",1,1
"still can't upload pictures.
",1,1
"i can't view any pictures.
",1,1
"this app is slow you can't change covers and facebook should have music so that when someone enters your profile music of your choice plays that will be cool and make the app fast and the option to change covers :d make it happen ill give you 3 stars but if you guys have all this options i mention 5 stars oh yea and have the option were we cant hit like on the friend feeds cause when i scroll down i click like without me liking the picture or video or any c my friends post :/
",3,1
"i have not been able to post anything or share anything.
",1,1
"won't let me type without having to put my own spaces in.
",1,1
"won't let me post on others walls or tag them in my posts.
",1,1
"the only issue i'm currently having is with the search bar.
",3,1
"won't load new feeds.
",1,1
"problems uploading photos.
",1,1
"my phone hasn't got a big internal memory but it doesn't help when before i even log in the app size goes from 19.something mb to 24.something mb and up to 29 mb as soon as i log in, is those really necessary?
",2,1
"everything was going good but now i caint upload photos like its always something new come on guys tighten up
",2,1
"too slow crashes n i have issues uploading pics
",3,1
"the connection is awful and i have a 4g connection.
",1,1
"the slowest facebook application ever in the world!!!
",1,1
"it should only sync with contacts in my cell phone not fb friends who list a phone number with their account.
",3,1
"a lot of times if i click on a picture a different one shows up.
",3,1
"and i can't delete my own comments.
",3,1
"facebook won't allow me to update my status on either my facebook  app or mobile site on my razr hd's browser.
",1,1
"stop the money ads
",1,1
"this app keeps getting worse can't even update now
",1,1
"can we get an unfollow plus an edit button please?
",4,1
"should have better and faster networking signed jada
",3,1
"pictures don't load to be viewed or commented on.
",1,1
"was working fine last week,but now i can't upload pictures on my galaxy iii
",1,1
"does not load pictures, does not connect, has and error for everything to many ads..
",1,1
"net work error it says & don't load fix it!!
",1,1
"done the last update i have not  been able to view photos...
",2,1
"hardly loads anything.
",1,1
"its a good app its fast on my galaxy s 3 but on the straight talk phones its really slow.
",5,1
"i can no longer view any pictures!
",3,1
"cannot get pictures to load at all since update
",1,1
"very veryyyy slow other than opening photos...
",1,1
"keeps saying i hate a network connection problem even when i have all bars
",2,1
"it crash during like any status
",1,1
"very bad and slow
",1,1
"very slow & not perfect application.
",1,1
"i hate it that when there is a problem posting a comment, the app erases everything i typed in, instead of holding the content for another try!
",3,1
"why dont i have the option to uninstall?
",1,1
"i have a motorola electrify 2 (not an old pos phone so this app should work on my phone) it wont allow me to post status and says theirs errors when up loading pics or sending pics in email's.
",1,1
"something it unlikes it and goes back to the top of the page.
",1,1
"it crashes a lot in the background, syncs useless info to my phone, & the stuff that goes on facebook nowadays.
",1,1
"slowest app of any.
",1,1
"cant edit & delete comment , cant saving photo
",4,1
"why cant load anything oso?
",5,1
"it also won't let me upload my pictures...
",2,1
"please try to reduce the size of app with all this features..
",3,1
"i don't understand why it needs to access so much stuff from ur phone..
",4,1
"some things are understandable but others are an invasion of privacy, pretty much!
",4,1
"great app but would be better if i could update my status or post on peoples timeline using my galaxy s2
",4,1
"why i cannot post status and checkin on my wall?
",5,1
"anybody know how to download/save a picture/foto with this app?? :/
",3,1
"unable to update status pretty bad i have to use my husbands iphone if i wish to check in or do updates when not at home....
",1,1
"quit filling my pages with ads for products i don't want!
",2,1
"none of the pictures load.
",1,1
"since the update i can't post a status or share friends post do not update it was working fine before i live on fb so i need this fixed
",2,1
"haven't been able to log on since the latest update.
",1,1
"it would be a 3 1/2, i miss the feature to change your background picture, it sucks, bring it back or i uninstall!
",3,1
"can no longer upload photos without location info.
",1,1
"if i want location info on my photo i will add it myself.
",1,1
"each time i look at a picture it directs me to the picture that person posted before the one i click on.
",3,1
"ever since the update, it has been running very slow and will not even load recent updates 90% of the time.
",1,1
"all the sudden, i cant see any pictures.
",2,1
